36263	33.463	-85.334	Graham	AL
36270	33.4402	-85.5059	Newell	AL
36274	33.2169	-85.4057	Roanoke	AL
36276	33.1492	-85.5513	Wadley	AL
36278	33.3019	-85.4737	Wedowee	AL
36280	33.3555	-85.3538	Woodland	AL
36851	32.2861	-85.1615	Cottonton	AL
36856	32.2965	-84.9972	Fort Mitchell	AL
36858	32.2845	-85.3029	Hatchechubbee	AL
36859	32.2298	-85.0082	Holy Trinity	AL
